4145962_0	tell me what is the people 's job title	[ jobTitle ] of @org.schema.Person . Person ( ) ;
4145962_946	what is the phone number of QUOTED_STRING_0 ?	[ telephone ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_947	find me the phone number of one QUOTED_STRING_0 .	[ telephone ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_948	which QUOTED_STRING_0 holders work from home ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && workLocation == $location . home ;
4145962_949	of people that work at home , which of them hold a QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && workLocation == $location . home ;
4145962_950	what is the email of people with 8 awards ?	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) == 8 ;
4145962_951	of those people with 8 awards , please list their email .	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) == 8 ;
4145962_952	i demand to know the position of people .	[ jobTitle ] of @org.schema.Person . Person ( ) ;
4145962_953	i desire to know the position of people .	[ jobTitle ] of @org.schema.Person . Person ( ) ;
4145962_954	what is the telephone do QUOTED_STRING_0 person have ?	[ telephone ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_955	text me , what telephone do QUOTED_STRING_0 person have ?	[ telephone ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_956	who has both work location equal to home and is QUOTED_STRING_0 holder ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && workLocation == $location . home ;
4145962_957	text me , who has work location equal to home and is QUOTED_STRING_0 holder ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && workLocation == $location . home ;
4145962_958	what is the email of people which have 8 awards ?	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) == 8 ;
4145962_959	who is the current email of people which have 8 awards ?	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) == 8 ;
4145962_960	i demand college degrees person that have 11 languages mastered and have position being QUOTED_STRING_0 attended	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_961	i desire college degrees person that have 11 languages mastered and have position being QUOTED_STRING_0 attended	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_962	i desire to retrieve every QUOTED_STRING_0 person which is QUOTED_STRING_1 recipient , with work location equal to here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_963	i need to get every QUOTED_STRING_0 person which is QUOTED_STRING_1 recipient , with work location equal to here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_964	get me college degrees the person which do not have more than 8 languages mastered and with american international college in the universities are graduated	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_965	fetch me college degrees the person which do not have more than 8 languages mastered and with american international college in the universities are graduated	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_966	what is the email of people with name equal to QUOTED_STRING_0 ?	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_967	who is the email of people with name equivalent to QUOTED_STRING_0 ?	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_968	what college degrees do people with 11 languages mastered and position QUOTED_STRING_0 have ?	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_969	i need the college degrees of people with 11 languages mastered and position QUOTED_STRING_0 .	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_970	find me every QUOTED_STRING_0 , a person who is a QUOTED_STRING_1 recipient who works at location here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_971	find me every QUOTED_STRING_0 , a person who 's a QUOTED_STRING_1 recipient whose work location is here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_972	what are the college degrees of people with less than 8 languages mastered and graduated from american international college ?	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_973	of people with 8 languages mastered and who graduated from american international college , what are their college degrees ?	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_974	find me the email of people named QUOTED_STRING_0 .	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_975	list the email of every person named QUOTED_STRING_0 .	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_976	i need a person with a college degree that knows 11 languages and has position being QUOTED_STRING_0 attended	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_977	i 'd like to find a person that knows 11 languages fluently that has a college degree and has position being QUOTED_STRING_0 attended	[ alumniOf ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) == 11 && jobTitle =~ QUOTED_STRING_0 ;
4145962_978	i need to find every possible person named QUOTED_STRING_0 that is also a QUOTED_STRING_1 recipient , that has a work location the same as here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_979	i want to get a listing of every QUOTED_STRING_0 who is a person and is also a QUOTED_STRING_1 recipient with a work location that is the same as here .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_1 ) && id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_980	i want the degrees from college of a person that does not have more than 8 mastered languages and also has american international college in the universities that have graduated .	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_981	i need to know what are the degrees of the person that does not have at least 8 languages mastered and with american international college in any university from which they have graduated .	[ alumniOf ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " american international college " ) ) && count ( knowsLanguage ) <= 8 ;
4145962_982	what is the email of the person who is named QUOTED_STRING_0 ?	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_983	can you give me the email of a person named QUOTED_STRING_0 ?	[ email ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 ;
4145962_984	can you locate someone who has in their masters language is either czech or afrikaans ?	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_985	find me a person that has either czech or afrikaans listed in mastered languages .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_986	who has mastered either greek , or cebuano as a language ?	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_987	i need a person with either cebuano , or greek listed under languages they have mastered .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_988	display all the people with 12 or less languages master .	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_989	show me the people who have not mastered more than 12 languages .	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_990	obtain the email address for the person from jacksonville university who graduated there .	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_991	get the jacksonville university graduate email address .	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_992	find people that have mastered at least the czech or afrikaans language .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_993	i am looking for people that are fluent in at least either czech or afrikaans .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_994	find me the names of people who have mastered either the greek or cebuano language .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_995	i am trying to find the names of people who are fluent in either greek or cebuano .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_996	find me the names of everybody who has mastered at most 12 languages .	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_997	i am trying to find the names of people who are fluent in 12 or fewer languages .	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_998	find me the email addresses of people that have graduated from jacksonville university .	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_999	i want to know the email address of jacksonville university graduates .	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_1000	seek a people that have either czech or afrikaans in the languages mastered .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_1001	fetch a people that have either czech or afrikaans in the languages mastered .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " czech " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " afrikaans " ) ) ;
4145962_1002	i desire to search for any people having either greek or cebuano in the languages mastered	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_1003	i demand to search for any people having either greek or cebuano in the languages mastered	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_1004	fetch all people with no more than 12 languages mastered	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_1005	grab all people with no more than 12 languages mastered	@org.schema.Person . Person ( ) filter count ( knowsLanguage ) <= 12 ;
4145962_1006	what is the email of person graduated from jacksonville university	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_1007	tell me , who is the email of person graduated from jacksonville university	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
